Old Family #,Family Name,Looked at?,Subproblem,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,DOI,Authors,Number of Authors,Title,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Notes or Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains,Intractable
80,Maximum Subarray Problem,2,1D Maximum Subarray,1D Maximum Subarray,625,,,1,1,$O(n)$,^see above,^see above,[- Kadane's Algorithm (1982)],Kadane's Algorithm,1982,-,,[],0,,1,1,,1,5->6,3,n: 3,$O(n)$,10,$n$: length of array,n,,,Word/Real RAM,words,1,n: 1,$O(1)$,keep track of current tail sum and best sum,1,0,,0,,0,,0,0,,0,0,"https://en.wikipedia.org/wiki/Maximum_subarray_problem

David Gries, ""A note on a standard strategy for developing loop invariants and loops"". https://www.sciencedirect.com/science/article/pii/0167642383900151",,,,,,,,,,,1000,1000000,0.3894954944,1000000,1000000000000,0.9306977289,1000000000,1E+18,1.682695795,3,,,Combinatorics,FALSE
80,Maximum Subarray Problem,2,1D Maximum Subarray,1D Maximum Subarray,628,,,1,1,$O(\log n)$,^see above,^see above,[https://citeseerx.ist.psu.edu/pdf/8d736315dabeaed0f7e63fbaeff65e6818eb910d Perumalla and Deo (1995)],Perumalla and Deo,1995,https://citeseerx.ist.psu.edu/pdf/8d736315dabeaed0f7e63fbaeff65e6818eb910d,,"['Kalyan Perumalla', 'Narsingh Deo']",2,['Parallel Algorithms for Maximum Subsequence and Maximum Subarray'],,,,0,0,2,n: 2,$O(\log n)$,1,$n$: length of array,n,,,EREW PRAM,words,3,n: 3,$O(n)$,constant number of arrays as outlined in algorithm,1,0,,0,,0,,0,1,$O(n/\log n)$,0,0,"Ferreira, Camargo, Song, ""A Parallel Maximum Subarray Algorithm on GPUs"". https://ieeexplore.ieee.org/document/6972008",,,,,,,,,,,9965,,,,,,,,,3,,,Combinatorics,FALSE
99,Motif Search,2,Motif Search,Motif Search,788,,,1,1,$O(mn^2 \sigma)$,,,[https://link.springer.com/chapter/10.1007/BFb0054337 Speller (Sagot) (1998)],Speller (Sagot),1998,https://link.springer.com/chapter/10.1007/BFb0054337,10.1007/BFb0054337,['Marie -France Sagot'],1,['Spelling approximate repeated or common motifs using a suffix tree'],,,,0,0,5.5,"m: 3,
n: 5,
\sigma: 3,
mn: 5.5",$O(mn^2 \sigma)$,16,"$n$: size of set of input strings
$m$: size of input strings
$k$: length of substrings
$\sigma$: function $V(k, m)$ defined as the number of $k$-mers that are at most $m$ Hamming distance from the motif space
$w$: size of a word machine",mn,,,Word RAM,words,5.5,"m: 3,
n: 5,
k: 1,
mn: 5.5",$O(mn^2/w)$,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2966288/pdf/1471-2105-11-S8-S1.pdf,0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics,TRUE
99,Motif Search,2,Motif Search,Motif Search,,,,1,1,$O(k nm \sigma)$,,,[https://pubmed.ncbi.nlm.nih.gov/12169566/ Mitra (2002)],Mitra,2002,https://pubmed.ncbi.nlm.nih.gov/12169566/,10.1093/bioinformatics/18.suppl_1.s354,"['Eleazar Eskin', 'Pavel A. Pevzner']",2,['Finding composite regulatory patterns in DNA sequences'],,,,0,0,3,"m: 3,
n: 3,
k: 3,
\sigma: 3,
mn: 3",$O(k nm \sigma)$,10,"$n$: size of set of input strings
$m$: size of input strings
$k$: length of substrings
$\sigma$: function $V(k, m)$ defined as the number of $k$-mers that are at most $m$ Hamming distance from the motif space
$w$: size of a word machine",mn,,,Word RAM,words,3,"m: 3,
n: 3,
k: 3,
mn: 3",$O(mnk)$,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2966288/pdf/1471-2105-11-S8-S1.pdf,0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics,TRUE
99,Motif Search,2,Motif Search,Motif Search,,,,1,1,$O(k nm \sigma)$,,,[https://link.springer.com/chapter/10.1007/978-3-540-45078-8_5 Census (2003)],Census,2003,https://link.springer.com/chapter/10.1007/978-3-540-45078-8_5,10.1007/978-3-540-45078-8_5,"['Patricia A. Evans', 'Andrew D. Smith']",2,['Toward Optimal Motif Enumeration'],,,,0,0,3,"m: 3,
n: 3,
k: 3,
\sigma: 3,
mn: 3",$O(k nm \sigma)$,10,"$n$: size of set of input strings
$m$: size of input strings
$k$: length of substrings
$\sigma$: function $V(k, m)$ defined as the number of $k$-mers that are at most $m$ Hamming distance from the motif space
$w$: size of a word machine",mn,,,Word RAM,words,3,"m: 3,
n: 3,
k: 3,
mn: 3",$O(mnk)$,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2966288/pdf/1471-2105-11-S8-S1.pdf,0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics,TRUE
99,Motif Search,2,Motif Search,Motif Search,,,,1,1,$O(mn^2 \sigma)$,,,[https://link.springer.com/chapter/10.1007/11682462_69 Risotto (2006)],Risotto,2006,https://link.springer.com/chapter/10.1007/11682462_69,10.1007/11682462_69,"['Nadia Pisanti', 'Alexandra M. Carvalho', 'Laurent Marsan', 'Marie-France Sagot']",4,['RISOTTO: Fast Extraction of Motifs with Mismatches'],,,,0,0,5.5,"m: 3,
n: 5,
\sigma: 3,
mn: 5.5",$O(mn^2 \sigma)$,16,"$n$: size of set of input strings
$m$: size of input strings
$k$: length of substrings
$\sigma$: function $V(k, m)$ defined as the number of $k$-mers that are at most $m$ Hamming distance from the motif space
$w$: size of a word machine",mn,,,Word RAM,words,5.5,"m: 3,
n: 5,
k: 1,
mn: 5.5",$O(mn^2)$,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2966288/pdf/1471-2105-11-S8-S1.pdf,0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics,TRUE
99,Motif Search,2,Motif Search,Motif Search,,,,1,1,$O(nm^2 \sigma)$,,,[https://ieeexplore.ieee.org/abstract/document/4359890 PMS (2007)],PMS,2007,https://ieeexplore.ieee.org/abstract/document/4359890,,"['Jaime Davila', 'Sudha Balla', 'Sanguthevar Rajasekaran']",3,"['Fast and Practical Algorithms for Planted (l, d) Motif Search']",,,,0,0,5.5,"m: 5,
n: 3,
\sigma: 3,
mn: 5.5",$O(nm^2 \sigma)$,16,"$n$: size of set of input strings
$m$: size of input strings
$k$: length of substrings
$\sigma$: function $V(k, m)$ defined as the number of $k$-mers that are at most $m$ Hamming distance from the motif space
$w$: size of a word machine",mn,,,Word RAM,words,5.5,"m: 5,
n: 3,
k: 1,
mn: 5.5",$O(m^2 n)$,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2966288/pdf/1471-2105-11-S8-S1.pdf,0,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,4,,,Bioinformatics,TRUE
124,Rod-Cutting Problem,2,,Rod-Cutting Problem,947,,,1,1,$O(n 2^n)$,"""Any distribution/runtime same regardless of input""",(same general behavior regardless of input),[ Brute Force (1940)],Brute Force,1940,,,[],0,,1,1,https://web.stanford.edu/class/archive/cs/cs161/cs161.1168/lecture12.pdf,1,0,8,n: 8,$O(n 2^n)$,,$n$: length of rod,n,,,Word RAM,words,3,n: 3,$O(n)$,easily derived,1,0,,0,,0,,0,0,,0,0,"https://en.wikipedia.org/wiki/Dynamic_programming

 https://web.stanford.edu/class/archive/cs/cs161/cs161.1168/lecture12.pdf",,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics,FALSE
124,Rod-Cutting Problem,2,,Rod-Cutting Problem,948,,,1,1,$O(n^2)$,"""Any distribution/runtime same regardless of input""",(same general behavior regardless of input),[ Dynamic Programming (1953)],Dynamic Programming,1953,,,[],0,,0.5,1,https://www.geeksforgeeks.org/cutting-a-rod-dp-13/,1,1->4,5,n: 5,$O(n^2)$,,$n$: length of rod,n,,,Word RAM,words,3,n: 3,$O(n)$,easily derived,1,0,,0,,0,,0,0,,0,0,"https://en.wikipedia.org/wiki/Dynamic_programming

https://web.stanford.edu/class/archive/cs/cs161/cs161.1168/lecture12.pdf",,,,,,,,,,,1000000,Inf,Inf,1000000000000,Inf,Inf,1E+18,Inf,Inf,1,,,Combinatorics,FALSE
130,Change-Making Problem,2,,Change-Making Problem,960,,,1,1,$O(S^n)$,"""Any distribution/runtime same regardless of input""",(same general behavior regardless of input),[NA Brute Force (1940)],Brute Force,1940,NA,,[],0,,1,1,"https://en.wikipedia.org/wiki/Change-making_problem#:~:text=It%20is%20also%20the%20most,the%20order%20of%20the%20coins.",1,0,8,"n: 8,
S: 7",$O(S^n)$,,"$n$: number of coin denominations
$S$: sum to be made",n,,,Word RAM,words,3,n: 3,$O(n)$,Easily derived,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Change-making_problem,,,,,,,,,,,Inf,1,,Inf,1,,Inf,1,,1,,,Combinatorics,FALSE
130,Change-Making Problem,2,,Change-Making Problem,961,,,1,1,$O(Sn)$,"""Any distribution/runtime same regardless of input""",(same general behavior regardless of input),[https://dl.acm.org/doi/10.1145/321864.321874 Dynamic Programming (1953)],Dynamic Programming,1953,https://dl.acm.org/doi/10.1145/321864.321874,10.1145/321864.321874,['J. W. Wright'],1,['The Change-Making Problem'],2,1,"https://en.wikipedia.org/wiki/Change-making_problem#:~:text=It%20is%20also%20the%20most,the%20order%20of%20the%20coins.",0,0,8,"n: 8,
S: 3",$O(Sn)$,,"$n$: number of coin denominations
$S$: sum to be made",n,,,Word RAM,words,5,"n: 5,
S: 3",$O(Sn)$,Easily derived,1,0,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Change-making_problem,,,,,,,,,,,50000,Inf,Inf,50000000,Inf,Inf,50000000000,Inf,Inf,1,,,Combinatorics,FALSE
3,Matrix Chain Multiplication,2,,Approximate MCOP,35,,,1,0,$O(\log n)$,,,[https://citeseerx.ist.psu.edu/pdf/e8b840a921f7967b30ac161b3dd9654b27998ddb Czumaj (1996)],Czumaj,1996,https://citeseerx.ist.psu.edu/pdf/e8b840a921f7967b30ac161b3dd9654b27998ddb,,['Artur Czumaj'],1,['Very Fast Approximation of the Matrix Chain Product Problem*'],,,,0,0,2,n: 2,$O(\log n)$,,$n$: number of matrices in chain,n,,,CREW PRAM,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,n/a,1,$1.1547$,0,1,$n / \log n$,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics,FALSE
3,Matrix Chain Multiplication,2,,Approximate MCOP,35.1,,,1,0,$O(\log \log n)$,,,[https://citeseerx.ist.psu.edu/pdf/e8b840a921f7967b30ac161b3dd9654b27998ddb Czumaj (1996)],Czumaj,1996,https://citeseerx.ist.psu.edu/pdf/e8b840a921f7967b30ac161b3dd9654b27998ddb,,['Artur Czumaj'],1,['Very Fast Approximation of the Matrix Chain Product Problem*'],,,,0,0,1.99,n: 1.99,$O(\log \log n)$,,$n$: number of matrices in chain,n,,,COMMON CRCW PRAM,words?,3,n: 3,$O(n)$,"Derived: solving the optimal triangulation problem of a convex polygon where there are $n+1$ vertices and $n+1$, so total $O(n)$ auxiliary space",1,0,,0,n/a,1,$1.1547$,0,1,$n / \log \log n$,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,9.965,Inf,,,,,,,,1,,,Combinatorics,FALSE
3,Matrix Chain Multiplication,1,,Approximate MCOP,36,,,1,0,$O(n)$,,,[https://www.worldcat.org/title/computing-matrix-chain-products-in-near-optimal-time/oclc/727708286 Chandra (1975)],Chandra,1975,https://www.worldcat.org/title/computing-matrix-chain-products-in-near-optimal-time/oclc/727708286,,"['Thomas J. Watson IBM Research Center', 'A. K. Chandra']",2,['Computing matrix chain products in near-optimal time'],,,,0,0,3,n: 3,$O(n)$,,$n$: number of matrices in chain,n,,,Word RAM,words,3,n: 3,$O(n)$?,"Derived: cannot find pdf of original paper or any description of the actual algorithm, but likely the same space as Chin's algorithm",1,0,,0,n/a,1,$2$,1,0,,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,1000,Inf,,,,,,,,1,,,Combinatorics,FALSE
3,Matrix Chain Multiplication,2,,Approximate MCOP,37,,,1,0,$O(n)$,,,[https://dl.acm.org/citation.cfm?id=359556 Chin (1978)],Chin,1978,https://dl.acm.org/citation.cfm?id=359556,,['Francis Y. Chin'],1,['An O(n) algorithm for determining a near-optimal computation order of matrix chain products'],,,,0,0,3,n: 3,$O(n)$,,$n$: number of matrices in chain,n,,,Word RAM,words,3,n: 3,$O(n)$,"Derived: There are a few auxiliary variables, only one of which is variable length. That is a list of length $O(n)$.",1,0,,0,n/a,1,$1.2485$,1,0,,0,0,,"Matrix chain multiplication (or Matrix Chain Ordering Problem; MCOP) is an
 optimization problem that can be solved using dynamic programming.
 Given a sequence of matrices; the goal is to find the most efficient
 way to multiply these matrices.",,,,,,,,,,1000,Inf,,,,,,,,1,,,Combinatorics,FALSE
6,Matrix Product,2,Matrix Multiplication,Matrix Multiplication,77,,,1,0,$O(n^{2.7799})$,,,[https://doi.org/10.1016/0020-0190(79)90113-3 Bini's algorithm (1979)],Bini's algorithm,1979,https://doi.org/10.1016/0020-0190(79)90113-3,10.1016/0020-0190(79)90113-3,"['Dario Bini', 'Milvio Capovani', 'Francesco Romani', 'Grazia Lotti']",4,['O(n2.7799) complexity for n √ó n approximate matrix multiplication'],,,,1,0,4.38995,"n: 5.7799,
n^2: 4.38995",$O(n^{2.7799})$,,$n$: dimension of square matrix,n^2,https://doi.org/10.1016/0020-0190(79)90113-3,0,Word RAM,words,3,"n: 5,
n^2: 3",$O(n^2)$,"Derived: Same idea as Strassen's, plus three additional $n\times n$ matrices",1,0,,0,n/a,1,$O(n \log n)$ error,0,0,,0,0,,"matrix multiplication or matrix product is a binary operation that produces a matrix
 from two matrices with entries in a field; or; more generally; in a ring
 or even a semiring. ",,,,,,,,,,218776162.4,0.0000000455488381,,4.7863E+16,0,,1.04713E+25,0,,3,,,Combinatorics,FALSE
6,Matrix Product,2,Matrix Multiplication,Matrix Multiplication,78,,,1,0,"$O(n^{3\log(52)/\log(110)})$, approximately $O(n^{2.5218})$",,,[https://epubs.siam.org/doi/abs/10.1137/0210032 Schonhage's algorithm (1980)],Schonhage's algorithm,1980,https://epubs.siam.org/doi/abs/10.1137/0210032,10.1137/0210032,['A. Sch√∂nhage'],1,['Partial and Total Matrix Multiplication'],,,,1,0,4.2609,"n: 5.5218,
n^2: 4.2609","$O(n^{3\log(52)/\log(110)})$, approximately $O(n^{2.5218})$",,$n$: dimension of square matrix,n^2,https://epubs.siam.org/doi/abs/10.1137/0210032,0,Word RAM,words,3,"n: 5,
n^2: 3",$O(n^2)$,"Derived: Same idea as Strassen's, plus three additional $n\times n$ matrices",1,0,,0,n/a,1,?,0,0,,0,0,,"matrix multiplication or matrix product is a binary operation that produces a matrix
 from two matrices with entries in a field; or; more generally; in a ring
 or even a semiring. ",,,,,,,,,,36307805.48,0.0000002744588903,,1.31826E+15,0,,4.7863E+22,0,,3,,,Combinatorics,FALSE
7,Graph Coloring,0.001,#N/A,k-coloring a 3-colorable graph,95,,,1,0,$O(\text{poly}(n))$,,,"[https://citeseerx.ist.psu.edu/pdf/80d38445643fdfe297abb158de4fe9b404bfc145 Karger, Blum (1997)]","Karger, Blum",1997,https://citeseerx.ist.psu.edu/pdf/80d38445643fdfe297abb158de4fe9b404bfc145,,"['Avrim Blum', 'David Karger']",2,['An Õ(n^3/14)-Coloring Algorithm for 3-Colorable Graphs'],,,,0,0,7,n: 7,$O(\text{poly}(n))$,,"$n$: number of nodes
$m$: number of edges",n,,,,,#VALUE!,,,,,,,0,n/a,1,$\tilde{O}(n^{3/14})$,0,0,,0,0,"https://www.sciencedirect.com/science/article/abs/pii/S0020019096001901

http://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.36.4204 ","graph coloring is a special case of graph labeling; it is an assignment
 of labels traditionally called ""colors"" to elements of a graph subject
 to certain constraints. ",,,,,,,,,,4.38,Inf,,,,,,,,1,,,Combinatorics,TRUE
7,Graph Coloring,2,,3-Graph Coloring,97,,,1,1,$O(n^2)$,,,[https://dl.acm.org/doi/10.1145/359094.359101 Brélaz (DSatur) (1979)],Brélaz (DSatur),1979,https://dl.acm.org/doi/10.1145/359094.359101,10.1145/359094.359101,['Daniel Br√©laz'],1,['New methods to color the vertices of a graph'],,,,0,0,5,n: 5,$O(n^2)$,,"$n$: number of nodes
$m$: number of edges",n,,,Word RAM,words,5,"n: 5,
m: 3",$O(m+n)$,Derived using adjacency lists,1,0,,0,,0,,1,0,,0,0,,"graph coloring is a special case of graph labeling; it is an assignment
 of labels traditionally called ""colors"" to elements of a graph subject
 to certain constraints. ",,,,,,,,,,1000000,Inf,Inf,,,Inf,,,Inf,1,,,Combinatorics,TRUE
28,Maximum Cardinality Matching,1,,,286,,,1,0,$O(V^{0.5} E)$,,https://link.springer.com/content/pdf/10.1007/PL00009186.pdf,[https://ieeexplore.ieee.org/document/4567800 Micali and Vazirani (1980)],Micali and Vazirani,1980,https://ieeexplore.ieee.org/document/4567800,,"['Silvio Micali', 'Vijay V. Vazirani']",2,['An O(v|v| c |E|) algoithm for finding maximum matching in general graphs'],,,,0,0,5.5,"V: 5.5,
E: 3",$O(V^{0.5} E)$,,"$V$: number of nodes
$E$: number of edges",V,,,Restricted Randomness (RR),not mentioned,3,V: 3,$O(V)$,https://link.springer.com/content/pdf/10.1007/PL00009186.pdf,0,0,,0,n/a,1,,0,0,,0,0,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4567800,"the goal is to find a matching with as many edges as possible
 (equivalently: a matching that covers as many vertices as possible).",,,,,,,,,,,,,,,,,,,4,,,Combinatorics,FALSE
61,The Traveling-Salesman Problem,2,,Minimum TSP,488,ILP formulation,,1,1,$\text{exp}(V)$,,,[https://dl.acm.org/doi/10.1145/321043.321046 Miller-Tucker-Zemlin (MTZ) formulation  (1960)],Miller-Tucker-Zemlin (MTZ) formulation ,1960,https://dl.acm.org/doi/10.1145/321043.321046,10.1145/321043.321046,"['C. E. Miller', 'A. W. Tucker', 'R. A. Zemlin']",3,['Integer Programming Formulation of Traveling Salesman Problems'],,,,0,0,8,V: 8,$\text{exp}(V)$,1000,"$V$: number of vertices
$E$: number of edges",V,Derived: Integer programming is NP-hard and this uses $O(V^2)$ constraints on $O(V^2)$ variables,1,Word RAM,words,7,V:7,$O(V^4)$,"Derived: $V^2 + 2V$ constraints on $V^2$ variables, most integer programs use space of $O(nm)$ where $n$ is the number of variables and $m$ is the number of constraints",1,0,,0,,0,,0,0,,0,0,,,,,,1000000000000,Inf,1E+24,Inf,1E+36,Inf,,,,,,,,,,1,,,Combinatorics,TRUE
61,The Traveling-Salesman Problem,2,,Minimum TSP,489,ILP formulation,,1,1,$O(\text{exp}(V))$,,,[https://doi.org/10.1287/opre.2.4.393 Dantzig-Fulkerson-Johnson (DFJ) formulation (1954)],Dantzig-Fulkerson-Johnson (DFJ) formulation,1954,https://doi.org/10.1287/opre.2.4.393,10.1287/opre.2.4.393,"['G. Dantzig', 'R. Fulkerson', 'S. Johnson']",3,['Solution of a Large-Scale Traveling-Salesman Problem'],,,,0,0,8,"V: 8,
E: 5",$O(\text{exp}(V))$,1000,"$V$: number of vertices
$E$: number of edges",V,,,Word RAM,words,8,V: 8,$O(V^2 2^V)$,http://web.ist.utl.pt/~ist11038/CD_Casquilho/TSP1992EJOR_Laporte.pdf,0,0,,0,,0,,0,0,,0,0,,,,,,Inf,,Inf,,Inf,,,,,,,,,,,1,Runtime unclear; may be $O(2^V*poly(V))$?,,Combinatorics,TRUE
61,The Traveling-Salesman Problem,1,,Geometric Maximum TSP,490,Tunneling,,1,0,$O(V^2 \log\log E)$,,,[https://dl.acm.org/doi/10.1145/876638.876640 Barvinok (2003)],Barvinok,2003,https://dl.acm.org/doi/10.1145/876638.876640,10.1145/876638.876640,"['Alexander Barvinok', 'S√°ndor P. Fekete', 'David S. Johnson', 'Arie Tamir', 'Gerhard J. Woeginger', 'Russ Woodroofe']",6,['The geometric maximum traveling salesman problem'],,,,0,0,5.01,"V: 5.01,
E: 1.99",$O(V^2 \log\log E)$,,"$V$: number of vertices
$E$: number of edges",V,https://dl.acm.org/doi/10.1145/876638.876640,0,Real RAM,memory cells,3,V: 3,$O(V)$?,"Derived: One memory cell per tunnel-city pair, with one tunnel total",1,0,,0,,1,?,1,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics,TRUE
93,Feature Detection,1,,Corner Detection,718,,,0,1,$O(n^2)$,,Experimental results here: https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4739758,[https://www.semanticscholar.org/paper/A-Combined-Corner-and-Edge-Detector-Harris-Stephens/6818668fb895d95861a2eb9673ddc3a41e27b3b3 Harris and Stephens algorithm (1988)],Harris and Stephens algorithm,1988,https://www.semanticscholar.org/paper/A-Combined-Corner-and-Edge-Detector-Harris-Stephens/6818668fb895d95861a2eb9673ddc3a41e27b3b3,,"['C. G. Harris', 'M. Stephens']",2,['A Combined Corner and Edge Detector'],,,,1,3->4,5,n: 5,$O(n^2)$,20,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,"https://www.mdpi.com/2076-3417/10/2/443/htm

https://bmva-archive.org.uk/bmvc/1988/avc-88-023.pdf",,,,,,,,,,,1000000,,,,,,,,,3,,,Image Processing,FALSE
93,Feature Detection,1,,Corner Detection,720,,,0,0,$O(n^3)$,,,[https://www.sciencedirect.com/science/article/abs/pii/0167865582900204 L. Kitchen and A. Rosenfeld (1982)],L. Kitchen and A. Rosenfeld,1982,https://www.sciencedirect.com/science/article/abs/pii/0167865582900204,,"['Les Kitchen', 'Azriel Rosenfeld']",2,['Gray-level corner detection'],,,,0,0,6,n: 6,$O(n^3)$,30,$n$: size of neighborhood around pixel,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Image Processing,FALSE
93,Feature Detection,1,,Corner Detection,729,,,0,0,$O(n^3)$,,Experimental results here: https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4739758,[ The SUSAN corner detector (1997)],The SUSAN corner detector,1997,,,[],0,,,,,0,0,6,n: 6,$O(n^3)$,30,,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,1000000000,,,,,,,,,3,,,Image Processing,FALSE
98,The Set-Covering Problem,1,,Weighted Set-Covering,767,,,1,0,$O(dn^2)$,,,[https://www.jstor.org/stable/3689577#metadata_info_tab_contents Chvatal greedy heuristic (1979)],Chvatal greedy heuristic,1979,https://www.jstor.org/stable/3689577#metadata_info_tab_contents,,['V. Chvatal'],1,['A Greedy Heuristic for the Set-Covering Problem'],,,,1,0,5,"n: 5,
d: 3",$O(dn^2)$,,"$n$: number of elements in the universe
$d$: size of the largest set in $S$
$m$: number of sets in $S$",n,,,,,5,"d: 3,
m: 3,
n: 5",$O(dm)$,"Derived -- worst case, updating each set in $S$ to be something else and we don't want to change the input",1,0,,0,,1,$\ln n - \ln \ln n + \Theta(1)$,1,0,,0,0,"Petr Slavik. ""A tight analysis of the greedy algorithm for set cover"". https://dl.acm.org/doi/10.1145/237814.237991",,,,,,,,,,,,,,,,,,,,1,,,Combinatorics,TRUE
98,The Set-Covering Problem,0.001,,Unweighted Set-Covering,772,,,1,0,$O(n \log n)$,,,[https://dl.acm.org/doi/pdf/10.1145/1150334.1150336 Alon; Moshkovitz & Safra (2006)],Alon; Moshkovitz & Safra,2006,https://dl.acm.org/doi/pdf/10.1145/1150334.1150336,10.1145/1150334.1150336,"['Noga Alon', 'Dana Moshkovitz', 'Shmuel Safra']",3,['Algorithmic construction of sets for k-restrictions'],,,,1,4->5,4,n: 4,$O(n \log n)$,11,$n$: number of elements in the universe,n,,,,,#VALUE!,,,,,,,0,,1,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,1,,,Combinatorics,TRUE
