Old Family #,Family Name,Looked at?,Subproblem,Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Parallel Algorithm Span/Depth,Span Encoding (T_1),Parallel Algorithm Span References,Parallel Algorithm Work,Work Encoding (T_inf),Parallel Algorithm Work References,Reference mentions work efficiency?,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Model Encoding,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",# of Proc Encoding,Quantum?,GPU-based?,Other References,Problem Statement,Title,Authors,Notes,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting;,42,,,,,,,,,Bucket sort - Johnsson (3),1984,http://cs-www.cs.yale.edu/publications/techreports/tr439.pdf,,,,,,,,"O(n/p+L) when p<=L
O(n/p+L+log p log L) when p>L",O(n/p+L+log p log L) when p>L,,,"O(n+pL) when p<=L
O(n+pL+plog p log L) when p>L",,,,"n: size of list
p: number of processors (power of 2)
L: number of buckets elements are sorted into",,,,MIMD,300,,,,,,,,,0,,0,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,43,,,,,,,,,"re-circulating systolic sorter (RSS) - Wong, Ito",1984,https://academic.oup.com/comjnl/article/27/3/260/367818,,,,,,,,$O(n)$,$O(n)$,10,,$O(n^2)$,20,,,n: size of list,,,,sorting network,510,,,,,,,,,0,,0,,,1,$O(n)$,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,44,integer sort,,,,,,,,Reif,1985,https://ieeexplore.ieee.org/abstract/document/4568176,,,,,,,,$O(\log{n})$,$O(\log{n})$ expected,1,,$O(n)$ expected,10,,"""optimal"" - efficiency=1",n: size of list,,,,Parallel RAM,100,,,,,,,,,1,,0,,,1,$n/ \log{n}$,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,45,,,,,O(log n),,,,Reischuk,1985,https://epubs.siam.org/doi/abs/10.1137/0214030,,,,,,,,$O(\log{n})$ whp,$O(\log{n})$ expected,1,,$O(n \log{n})$ expected,11,,,n: size of list,,,,PRAM,100,,,,,,,,,1,,0,,,1,$n$,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,46,,,,,,,,,n-sorter - Tseng and Lee,1985,https://link.springer.com/article/10.1007/BF00991185,,,,,,,,$O(n \log^2{mn} / \log^2{n})$,$O(n \log^2{mn} / \log^2{n})$,,,$O(n^{\log{m}/ \log{n}} \log^2{mn} / \log^2{n})$,,,,"n: arbitrary number
nm: size of list
k: number of n sorters (?)",,,,hardware sorter ?,520,,,,,,,,,0,,0,,,1,nm,10,,,,,,,"Rezaul: The summations on page 465 leads to bounds that are tighter than the bounds given in the paper. The total number of n-sorter required is O(m * (log(m) / log(n))^2) as opposed to O(m * (log(mn))^2) given in the paper, and the time complexity is O(n * (log(m) / log(n))^2) as opposed to O(n * (log(mn))^2). The summation given for the number of n-sorters should go from i = 1 to k (instead of i = 0 to k - 1). The solution to the recurrence M(nm) is correct. The analysis given in the paper basically shows that the algorithm sorts n^k numbers using \Theta((n^{k-1}) k^2)  n-sorters, and assuming an n-sorter takes O(1) time to execute the time complexity of the algorithm is \Theta(n k^2). In that case, the total work is asymptotically the same as the total number of n-sorters needed, i.e., \Theta((n^{k-1}) k^2). Since mn = n^k, we have k = log(mn) / log(n) = 1 + log(m)/log(n).",,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,47,,,,,,,,,"Lang, Schimmler, Schmeck and Schroder",1985,https://ieeexplore.ieee.org/abstract/document/1676603/,7,,https://ieeexplore.ieee.org/abstract/document/1676603/,,,,,$O(n^(1/2))$,$O(n^(1/2))$,6,,$O(n^(3/2))$,16,,,n: size of list,,,,network or hardware (VLSI) sorter ?,520,,,,,,,,,0,,0,,,1,n,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting,48,,,,,,,,,"Owens, JaJa",1985,https://ieeexplore.ieee.org/abstract/document/5009391,,,,,,,,$O(n +n^2/p^2)$,$O(n)$,10,,$O(np +n^2/p)$,20,,,"n: size of list
p: number of processors
1<=p<=n",,,,sorting network (serial memories),510,,,,,,,,,0,,0,,,1,p,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting,49,,,,,,,,,"Owens, JaJa",1985,https://ieeexplore.ieee.org/abstract/document/5009391,,,,,,,,$O(n/p^{1/2} +n^2/p^2)$,$O(n^{1/2})$,6,,$O(n p^{1/2} +n^2/p)$,20,,,"n: size of list
p: number of processors
1<=p<=n",,,,sorting network (serial memories),510,,,,,,,,,0,,0,,,1,p,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,50,,,,,,,,,Rudolph,1985,https://ieeexplore.ieee.org/abstract/document/5009383,,,,,,,,$O(\log^2{n})$,$O(\log^2{n})$,2,,$O(n \log^2{n})$,12,,,n: size of list,,,,sorting network (fault tolerant),510,,,,,,,,,0,,0,,,1,$n/2$,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,51,,,,,,,,,Han,1985,http://h.web.umkc.edu/hanyij/html/research/icpp85.pdf,,,,,,,,$O(1/ \alpha \log{n})$,$O(\log{n} \log{\log{n}})$,1.1,,$O(1/ \alpha n \log^(\alpha+1){n})$,,,,"n: size of list
alpha: arbitrary positive number <1
but O(log n loglog n)<=O(1/alpha log n) ??",,,,CREW PRAM,120,,,,,,,,,0,,0,,,1,$O(n \log^\alpha{n})$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-comparison Sorting; Integer Sorting,52,,,,,,,,,"Wagner, Han",1986,http://h.web.umkc.edu/hanyij/html/research/icpp86.pdf,,,,,,,,O(ceiling(log m/ log(n/p + log p))(n/p+log p),"O(celing(log m/loglog n)log n) ?? [assumed n=p, could have a better result]",,,O(ceiling(log m/ log(n/p + log p))(n+p log p),,,yes,"n: size of list (ints in range 1,2,...m)
p: number of processors",,,,"EREW, CREW PRAM",110,,,,,,,,,0,,0,,,1,$p$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,53,,,,,,,,,"Schnorr, Shamir",1986,https://dl.acm.org/doi/pdf/10.1145/12130.12156,3,https://dl.acm.org/doi/pdf/10.1145/12130.12156,,,,,,$O(n^{1/2})$,$O(n^{1/2})$,6,,$O(n^{3/2})$ ?,16,,,n: size of list,,,,"sorting network, suitable for VLSI",510,,,,,,,,,0,,0,,,1,$n$ ?,10,,,also mentions lower bounds,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,54,,,,,,,,,Kunde,1986,https://link.springer.com/chapter/10.1007/3-540-16811-7_187,12,https://link.springer.com/chapter/10.1007/3-540-16811-7_187,,,,,,$O(n^{1/3})$,$O(n^{1/3})$,5.6,,$O(n^{4/3})$,15.4,,,n: size of list,,,,sorting network,510,,,,,,,,,0,,0,,,1,$n$ ?,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,55,,,,,,,,,"2-way sorter - Akl, Schmeck",1986,https://www.sciencedirect.com/science/article/pii/0167819186900037?via%3Dihub,,,,,,,,((ceiling(m/2)+1)n+k)t,,,,,,,,"n: length of each sequence
m: number of sequences
k: bits of each number in sequence
a: area of bit-level building block
t: time of bit-level building block",,,,hardware sorter; systolic architecture,,,,,,,,,,,,,,,,area=n(k+1)a/2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,56,,,,,,,,,"Alon, Azar, Vishkin",1986,https://ieeexplore.ieee.org/abstract/document/4568241,,,,,,,,k rounds,O(1) ?,,,O(n^(1+1/k)) expected,,,,"n: size of list
p: number of processors
k: number of rounds (k>=1)",,,,PRAM,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,57,,,,,,,,,"Tsukennan, Gray, Stewart, Uren, Vaughan",1986,https://citeseerx.ist.psu.edu/viewdoc/download?repid=rep1&type=pdf&doi=10.1.1.588.7564,,,,,,,,$O(\log{n})$,$O(\log{n})$,1,,$O(n \log{\log{n}} $,10.1,,,n: number of integers (of size polynomial in n),,,,CRCW PRAM,130,,,,,,,,,0,,0,,,1,$O(n \log{log{n}}/ \log{n})$,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,58,,,,,,,,,Hagerup,1987,https://www.sciencedirect.com/science/article/pii/0890540187900629,,,,,,,,$O(\log{n})$,$O(\log{n})$,1,,$O(n \log{\log{n}} $,10.1,,yes,n: size of list,,,,CRCW PRAM,130,,,,,,,,,0,,0,,,1,$O(n \log{log{n}}/ \log{n})$,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,59,,,,,,,,,"Akl, Santoro",1987,https://ieeexplore.ieee.org/abstract/document/5009478,,,,,,,,$O(\log^2{p}+n/p \log{n})$,$O(\log^2{n})$ ??,2,,$O(n \log{n})$,11,,optimal when p<=n/log^2(n),"n: size of list
p: number of processors",,,,EREW PRAM,110,,,,,,,,,0,,0,,,1,p,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,60,,,,,,,,,paralleldouble distributive partitioning sort - Noga,1987,https://link.springer.com/article/10.1007/BF01933729,,,,,,,,$O(n)$,$O(n)$,10,,$O(n^2)$,20,,,"n: size of list
p: number of processors",,,,MIMD,300,,,,,,,,,0,,0,,,1,p,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,61,,,,,,,,,Kunde,1988,https://link.springer.com/chapter/10.1007/BFb0040409,,,,,,,,$rn+O(n^{1-1/r})$,$rn+O(n^{1-1/r})$,,,$rn^2+O(n^{2-1/r})$,,,yes,"n: size of list
r: dimensions of processor mesh",,,,MIMD + describes comp model w/ assumptions,300,,,,,,,,,0,,0,,,,n,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,62,,,1,1,O(logn),,,[https://epubs.siam.org/doi/abs/10.1137/0217049 Parallel Merge Sort - Cole (1) (1988)],Parallel Merge Sort - Cole (1),1988,https://epubs.siam.org/doi/abs/10.1137/0217049,2-May,,https://epubs.siam.org/doi/abs/10.1137/0217049,,,,,$O(\log{n})$,$O(\log{n})$,1,https://epubs.siam.org/doi/abs/10.1137/0217049,$O(n \log{n})$,11,https://epubs.siam.org/doi/abs/10.1137/0217049,yes?,n: size of list,,,,CREW PRAM,120,words,,,,,,,,0,,0,,0,1,n,10,0,0,"classified as ""merge based multi-step"" in https://dl.acm.org/doi/pdf/10.1145/181014.192329",A sorting algorithm is an algorithm that puts elements of a list in a certain order.,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting ,1,Comparison Sorting,Comparison Sorting,63,,,1,1,O(logn),,,[https://epubs.siam.org/doi/abs/10.1137/0217049 Parallel Merge Sort - Cole (2) (1988)],Parallel Merge Sort - Cole (2),1988,https://epubs.siam.org/doi/abs/10.1137/0217049,5,,https://epubs.siam.org/doi/abs/10.1137/0217049,,,,,$O(\log{n})$,$O(\log{n})$,1,https://epubs.siam.org/doi/abs/10.1137/0217049,$O(n \log{n})$,11,https://epubs.siam.org/doi/abs/10.1137/0217049,yes?,n: size of list,,,,EREW PRAM,110,words,,,,,,,,0,,0,,0,1,n,10,0,0,"classified as ""merge based multi-step"" in https://dl.acm.org/doi/pdf/10.1145/181014.192329",A sorting algorithm is an algorithm that puts elements of a list in a certain order.,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,64,,,,,,,,,Francis and Mathieson,1988,https://ieeexplore.ieee.org/abstract/document/9738,,,,,,,,$O(n \log{n}/p + n \log{p}/p)$,$O(\log{n})$,1,,$O(n \log{n})$,11,,yes,"n: size of list
p: number of processors",,,,MIMD,300,,,,,,,,,0,,0,,,1,p,10,,,space complexity = 2n,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,65,,,,,,,,,parallel shellsort - Quinn,1988,https://www.sciencedirect.com/science/article/pii/0167819188900750,,,,,,,,$O(n^{3/2})$,$O(n^{3/2})$,16,,$O(p n^{3/2})$,,,,"n: size of list
p: number of processors",,,,"""tightly coupled multiprocessor model""",300,,,,,,,,,0,,0,,,1,$p$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,66,,,,,,,,,Quicksort with quickmerge - Quinn,1988,https://www.sciencedirect.com/science/article/pii/0167819188900750,,,,,,,,$O((n/p)^2+p \log{n/p}+n \log{p} + p)$,O(n \log{n}),11,,$O(n^2/p+p^2 \log{n/p}+np \log{p} + p^2)$,20,,,"n: size of list
p: number of processors",,,,"""tightly coupled multiprocessor model""",300,,,,,,,,,0,,0,,,1,p,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,67,,,,,,,,,"Balanced bin sort - Won, Sahni",1988,https://link.springer.com/article/10.1007/BF00156678,,,,,,,,O((n/p)^2+p log p) ?,O(n log n) ?,,,O(n^2/p+p^2 log p) ?,,,,"n: size of list
p: number of processors",,,,"sorting network, hypercube multicomputer",,,,,,,,,,,,,,,1,p,,,,discusses space complexity,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,68,,,,,,,,,Jagadish,1988,https://www.computer.org/csdl/proceedings-article/iccd/1988/00025654/12OmNwdtwk0,,,,,,,,$O(n)$,$O(n)$,10,,$O(np)$,,,,"n: size of list
p: number of processors $p>=O(n/p)$",,,,nearest neighbor connected array; MIMD,300,,,,,,,,,,,,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,69,,,,,,,,,"Saxena, Bhatt, Prasad",1988,https://link.springer.com/content/pdf/10.1007/3-540-50517-2_77.pdf,,,,,,,,$O(\log{n}/\log{\log{m}})$,$O(\log{n}/\log{\log{n}})$,0.9,,$O(nm \log{n}/\log{\log{m}})$,,,,"n: size of list
m: uses m-way merge??
$\log{m}/\log{\log{m}}>=\log{\log{n}}$",,,,CRCW SIMD?,220,,,,,,,,,,,,,,1,$O(nm)$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,70,,,,,O(log n),,,,"Rajesekaran, Reif",1989,https://epubs.siam.org/doi/abs/10.1137/0218041,,,,,,,,$O(\alpha \log{n})$ w/ high $(1-n^(-\alpha))$ probability,$O(\log{n})$ expected,1,,$O(n)$ expected,10,,,"n: size of list
\alpha>1",,,,CRCW PRAM,130,,,,,,,,,1,,0,,,1,$n/ \log{n}$,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,71,,,,,O(log n /loglog n),,,,"Rajesekaran, Reif",1989,https://epubs.siam.org/doi/abs/10.1137/0218041,,,,,,,,$O(\alpha \log{n} / \log{\log{n}})$ w/ high $(1-n^{-\alpha})$ probability,$O(\log{n}/ \log{log{n}})$ expected,0.9,,$O(n(\log{n})^(1+\epsilon)/ \log{\log{n}})$ expected,11.41,,,"n: size of list
epsilon>0
alpha>1",,,,CRCW PRAM,130,,,,,,,,,1,,0,,,1,$n (\log{n})^\epsilon,10.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,72,,,,,O(log n /loglog n),,,,"Rajesekaran, Reif",1989,https://epubs.siam.org/doi/abs/10.1137/0218041,,,,,,,,$O(\alpha \log{n} / \log{log{n}}) w/ high $(1-n^{-\alpha})$ probability,$O(\log{n}/ \log{log{n}})$ expected,0.9,,$O(n \log{\log{n}})$ expected,10.1,,,"n: size of list
alpha>1",,,,CRCW PRAM,130,,,,,,,,,1,,0,,,1,$n(\log{\log{n}})^2/\log{n}$,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,73,,,,,,,,,"shearsort - Scherson, Sen",1989,https://ieeexplore.ieee.org/abstract/document/16500,,,,,,,,,,,,,,,,,,,,"SIMD, MIMD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,74,,,,,,,,,"Hagerub, Rub",1989,https://www.sciencedirect.com/science/article/pii/0020019089901385,,,,,,,,$O(\log^2{n})$,$O(\log^2{n})$,2,,$n \log{n} +O(n \log{\log{n}})$,11,https://www.sciencedirect.com/science/article/pii/0020019089901385,yes,,,,,EREW PRAM,110,,,,,,,,,0,,0,,,1,$O(n/ \log{n})$,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,75,,,1,1,O(log²n),,,"[https://epubs.siam.org/doi/abs/10.1137/0218014 Bitonic Merge Sort Parallel Implementation - Bilardi, Nicolau (1989)]","Bitonic Merge Sort Parallel Implementation - Bilardi, Nicolau",1989,https://epubs.siam.org/doi/abs/10.1137/0218014,2,,https://epubs.siam.org/doi/abs/10.1137/0218014,0,0,2,n: 2,$O((n \log{n})/p)$,$O(\log^2{n})$,2,https://epubs.siam.org/doi/abs/10.1137/0218014,$O(n \log{n})$,11,https://epubs.siam.org/doi/abs/10.1137/0218014,no,"n: size of list
p: number of processors",n,,,PRAC (shared-memory multiprocessor of the EREW PRAM variety),110,words,1,n: 1,O(1),"Paper claims ""logspace uniform"", so with O(log n) words, this is constant # of words",0,1,,0,,0,,0,1,"p, at most $O(n/ \log{n})$",9,0,0,-,A sorting algorithm is an algorithm that puts elements of a list in a certain order.,,,,1,n is the size of the array to be sorted.,,,,,,,,9965,100.3512293,,,,,,,,4,,,Combinatorics
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,76,,,,,,,,,Parallel iterated bucket sort - Chlebus,1989,https://www.sciencedirect.com/science/article/pii/0020019089901208,,,,,,,,$O(\log{n})$,$O(\log{n})$,1,,$O(n)$,10,,,"n: size of list
(polynomial range integers ?)",,,,CRCW PRAM,130,,,,,,,,,1,,0,,,1,$O(n/ \log{n})$,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,77,,,,1,O(n/p log p +log^3(p) loxg(n/p)),,,,SmoothSort - Plaxton (adaptive),1989,https://www.proquest.com/docview/303808287?pq-origsite=gscholar&fromopenview=true,,,,,,,,$O(n/p \log^2{p}/ \loxg{n/p} + \log^3{p} \loxg{n/p})$,$O(\log^3{n})$ ?,3,,$O(n \log^2{p}/ \loxg{n/p} + p \log^3{p} \loxg{n/p})$,,,,"n: size of list
p: number of processors (upper bound n=pq ?)",,,,sorting network,510,,,,,,,,,0,,0,,,1,p,,,,"classified as ""merge based multi-step"" in https://dl.acm.org/doi/pdf/10.1145/181014.192329",,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,78,,,,,,,,,SmoothSort - Plaxton (nonadaptive),1989,https://www.proquest.com/docview/303808287?pq-origsite=gscholar&fromopenview=true,,,,,,,,$O(n/p \log^2{p} / \log{n/(p \log{p})})$,$O(\log^2{n}/ \log{log{n}})$ ?,,,$O(n \log^2{p} / \log{n/(p \log{p})})$,9,,,"n: size of list
p: number of processors",,,,sorting network,510,,,,,,,,,0,,0,,,1,p,,,,"classified as ""merge based multi-step"" in https://dl.acm.org/doi/pdf/10.1145/181014.192329",,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,79,,,,,,,,,SquareSort - Plaxton,1989,https://www.proquest.com/docview/303808287?pq-origsite=gscholar&fromopenview=true,,,,,,,,$O(\log^2{n})$,$O(\log^2{n})$,2,,$O(n \log^2{n})$,12,,,n: size of list,,,,sorting network,510,,,,,,,,,0,,0,,,1,$n$,10,,,"classified as ""merge based multi-step"" in https://dl.acm.org/doi/pdf/10.1145/181014.192329",,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,80,,,,,O(n/p log(n/p) t_c +n/p t_s/r),,,,"parallel binsort 0 - Seidel, George (1)",1989,https://dl.acm.org/doi/abs/10.1145/63047.63102,,,,,,,,,$O(1)$ expected ?,0,,$O(n \log{n/p} t_c +n t_s/r)$ expected,,,yes,"n: size of list
p=2^d (d-dimensional): number of processors
t_c: unit of computational cost
t_s/r unit of simultaneuos send and recieve cost",,,,sorting network (hypercube),510,,,,,,,,,0,,0,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,81,,,,,O(n/p log n t_c +n/p t_s/r),,,,"parallel binsort 1 - Seidel, George (2)",1989,https://dl.acm.org/doi/abs/10.1145/63047.63102,,,,,,,,,$O(\log{n})$ expected ?,1,,$O(n \log{n} t_c +n t_s/r)$ expected,,,yes,"n: size of list
p=2^d (d-dimensional): number of processors
assumes sample size s<<m/n
t_c: unit of computational cost
t_s/r unit of simultaneuos send and recieve cost",,,,sorting network (hypercube),510,,,,,,,,,1,,0,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,82,,,,,O(n/p log n t_c +n/p t_s/r),,,,"parallel binsort 2 - Seidel, George (3)",1989,https://dl.acm.org/doi/abs/10.1145/63047.63102,,,,,,,,,$O(\log{n})$ expected ?,1,,$O(n \log{n} t_c +n t_s/r)$ expected,,,yes,"n: size of list
p=2^d (d-dimensional): number of processors
assumes sample size s<<m/n
t_c: unit of computational cost
t_s/r unit of simultaneuos send and recieve cost",,,,sorting network (hypercube),510,,,,,,,,,1,,0,,,1,p,,,,https://dl.acm.org/doi/abs/10.1145/800221.806719,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,83,,,,,,,,,"Periodic Balanced Sorting Network - Dowd, Perl, Rudolph, Saks",1989,https://dl.acm.org/doi/abs/10.1145/76359.76362,,,,,,,,$O(\log^2{n})$,$O(\log^2{n})$,2,,$O(n \log^4{n})$,14,,,n: size of list,,,,sorting network,510,,,,,,,,,0,,0,,,1,$n/2 \log^2{n}$,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,84,,,,,,,,,"Aggarwal, Chandra, Snir",1989,https://dl.acm.org/doi/pdf/10.1145/72935.72937,,,,,,,,$O(n \log{n} /p + l \log{p})$,$O(l \log{n})$,,https://dl.acm.org/doi/pdf/10.1145/72935.72937,$O(np \log{n}/p + lp \log{p})$,,,,"n: size of list
p: number of processors
l: number of elements in a block ?
",,,,Block PRAM,100,,,,,,,,,0,,0,,,1,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,85,,,,,O(log n),,,,"Martel, Gusfield",1989,https://www.sciencedirect.com/science/article/pii/0020019089901166,3 ?,,https://www.sciencedirect.com/science/article/pii/0020019089901166 (based on https://dl.acm.org/doi/abs/10.1145/5925.5930 ),,,,,$O(\log{n})$ expected,$O(\log{n})$ expected,1,,$O(n \log{n})$ expected,11,,,n: size of list,,,,CRCW PRAM,130,,,,,,,,,1,,0,,,1,$n$,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,86,two-round sorting?,,,,,,,,"Takefuji, Lee",1990,https://ieeexplore.ieee.org/abstract/document/62417,,,,,,,,2,$O(1)$,0,,$O(n^2)$,20,,,,,,,neural network?,510,,,,,,,,,0,,0,,,1,"$O(n^2) - n^2$ neurons, $n(n-2)/2$ comparators",20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,0.001,,,87,,,,,,,,,"Takefuji, Lee, Tanaka",1990,https://ieeexplore.ieee.org/abstract/document/5726926?casa_token=oYObtFxF3TIAAAAA:HVNZphHaWr5qQTicDCBB5dqHgjub4CmipxOEJ8UwRUnzokUuFQl9x8GCkgTV0UFlAFCZFYuggw,,,,,,,,2,O(1),,,O(n^2),,,,n: size of list,,,,neural network,510,,,,,,,,,,,,,,1,$O(n^2)$ binary neurons,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,88,,,,,,,,,"Hagerup, Shen",1990,https://www.sciencedirect.com/science/article/pii/002001909090097H,,,,,,,,$O(\log{n})$,$O(\log{n})$,1,,$O(n)$,10,,,n: size of list,,,,EREW PRAM,110,,,,,,,,,0,,0,,,1,$O(n/ \log{n})$,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Non-comparison Sorting,Non-Comparison Sorting; Integer Sorting,89,,,,,O(log n/loglog n+loglog m),,,,Raman,1990,https://link.springer.com/chapter/10.1007/3-540-53487-3_42,,,,,,,,$O(\log{n}/ \log{\log{n}}+ \log{\log{m}})$ w/ very high probability,$O(\log{n}/ \log{\log{n}}+\log{\log{m}})$ expected,,,$O(n \log{\log{m}})$ expected,,,,"n: size of list
ints in range 0...m-1",,,,CRCW PRAM,130,,,,,,,,,1,,0,,0,1,$O(\log{n}/(n \log{\log{m}} \log{\log{n}}) +n)$,,,,O(n) space complexity,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Sorting,1,Comparison Sorting,Comparison Sorting,90,,,,,,,,,"Sharesort - Cypher, Plaxton",1990,https://dl.acm.org/doi/pdf/10.1145/100216.100240,,,,,,,,$O(\log{n} (\log{\log{n}})^2)$,$O(\log{n} (\log{\log{n}})^2)$,1.15,,$O(n \log{n} (\log{\log{n}})^2)$,11.2,,,n: size of list,,,,"network sorter (hypercube, shuffle-exchange or CCC), ""SIMD fashion""",200,,,,,,,,,0,,0,,,1,$n$,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
