Family Name, ,Looked at?,Subproblem (currently only for Parallel Algos),Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact algorithm?,Time Complexity (Average),Average Case Distribution,Reference?,,Algorithm Name,Year,Paper/Reference Link,DOI,Authors,Number of Authors,Title,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Param: Time Class,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Preferred Parameter,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity Class,Param: Space Class,Space Complexity (Auxiliary),Space Complexity Reference,Derived Space Complexity?,Space Complexity in Original Paper?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,Space n = 1000 value,Space n = 1000 rate,Space n = 10^6 value,Space n = 10^6 rate,Space n = 10^9 value,Space n = 10^9 rate,n = 1000 value,n = 1000 scale,n = 1000 Rate,n = 10^6 value,n = 10^6 scale,n = 10^6 Rate,n = 10^9 value,n = 10^9 scale,n = 10^9 Rate,Starting Complexity,Remarks,Papers for ratio evaluations,Domains
Convex Hull,12,1,2-dimensional; 3-dimensional,2-dimensional; 3-dimensional,228,,,1,1,O(n log h),,,[https://link.springer.com/article/10.1007/BF02712873 Chan's algorithm (1996)],Chan's algorithm,1996,https://link.springer.com/article/10.1007/BF02712873,10.1007/BF02712873,['T. M. Chan'],1,['Optimal output-sensitive convex hull algorithms in two and three dimensions'],,,,0,0,4,"n: 4,
h: 2",$O(n log h)$,11,"n: number of line segments
h: number of points on the convex hull",n,,,Real RAM,words,3,n: 3,O(n),https://link.springer.com/article/10.1007/BF02712873,0,1,,0,,0,,0,0,,0,0,,"the convex hull or convex envelope or convex closure of a set X of points
 in the Euclidean plane or in a Euclidean space
 (or; more generally; in an affine space over the reals) is the smallest 
convex set that contains X. ",,,h = n^0.5,,,,,,,4982,200722.6014,,#VALUE!,#VALUE!,,#VALUE!,#VALUE!,,3,,,Image Processing
Convex Hull,12,1,2-dimensional,2-dimensional,229,,,1,1,"O(logn) time using
O(n) processors",,,[https://cse.buffalo.edu/faculty/miller/Papers/IEEETC88a.pdf Miller; Stout (1988)],Miller; Stout,1988,https://cse.buffalo.edu/faculty/miller/Papers/IEEETC88a.pdf,,[],2,,,,,1,5->7,#VALUE!,,"$O(logn)$ time using
$O(n)$ processors",-,"n: number of line segments
h: number of points on the convex hull",n,,,"EREW PRAM, possibly others (see paper)",words,3,n: 3,O(n) total?,Divide and conquer can be done in linear space total as space can be reused after conquer steps,1,0,,0,,0,,0,1,O(n),0,0,,"the convex hull or convex envelope or convex closure of a set X of points
 in the Euclidean plane or in a Euclidean space
 (or; more generally; in an affine space over the reals) is the smallest 
convex set that contains X. ",,,h = n^0.5,,,,,,,9.965,100351229.3,,,,,,,,3,,,Image Processing
Strongly Connected Components,13,1,SCCs,SCCs,230,,,1,1,O(V+E),,,[https://www.sciencedirect.com/science/article/pii/0898122181900080 Kosaraju's algorithm (1978)],Kosaraju's algorithm,1978,https://www.sciencedirect.com/science/article/pii/0898122181900080,,[],1,,,,,0,0,5,"V: 5,
E: 3",$O(V+E)$,10,"V: number of vertices
E: number of edges",V,,,Word RAM,words,5,"V: 5,
E: 3",O(V+E),auxiliary data structures take up at most that much space,1,0,,0,,0,,0,0,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,1000,1,,,,,,,,4,,https://www.sciencedirect.com/science/article/pii/B9780123743640500114,Combinatorics
Strongly Connected Components,13,1,SCCs,SCCs,231,,,1,1,O(V+E),,,[https://www.semanticscholar.org/paper/Depth-First-Search-and-Linear-Graph-Algorithms-Tarjan/385742fffcf113656f0d3cf6c06ef95cb8439dc6 Tarjan's strongly connected components algorithm (1972)],Tarjan's strongly connected components algorithm,1972,https://www.semanticscholar.org/paper/Depth-First-Search-and-Linear-Graph-Algorithms-Tarjan/385742fffcf113656f0d3cf6c06ef95cb8439dc6,,[],1,,2,1,https://www.geeksforgeeks.org/tarjan-algorithm-find-strongly-connected-components/,1,5->6,5,"V: 5,
E: 3",$O(V+E)$,10,"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V),https://www.sciencedirect.com/science/article/pii/S0020019015001532,0,0,,0,,0,,0,0,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,1000,183.673,,1000000,183673.4694,,1000000000,183673469.4,,4,,,Combinatorics
Strongly Connected Components,13,1,SCCs,SCCs,232,,,1,1,O(V+E),,,[https://www.worldcat.org/title/discipline-of-programming/oclc/1958445 Path-based strong components algorithm; Dijkstra (1976)],Path-based strong components algorithm; Dijkstra,1976,https://www.worldcat.org/title/discipline-of-programming/oclc/1958445,,[],1,,,,,0,0,5,"V: 5,
E: 3",$O(V+E)$,10,"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V),constant number of auxiliary stacks?,1,0,,0,,0,,0,0,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,1000,1,,,,,,,,4,,,Combinatorics
Strongly Connected Components,13,1,SCCs,SCCs,233,,,1,1,O(ElogV+V),,,[https://ldhulipala.github.io/readings/sequential-scc.pdf Fleischer forward-backward (FB) algorithm (2003)],Fleischer forward-backward (FB) algorithm,2003,https://ldhulipala.github.io/readings/sequential-scc.pdf,,[],4,,,,,0,0,5.01,"E: 3,
V: 5.01",$O(E\log V+V)$,11,"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,"V: 3,
E: 3",O(V+E),constructing recursive subgraphs? and reuse space across recursive calls,1,0,,0,,0,,0,1,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,428571,0.002333336,,,,,,,,4,,,Combinatorics
Strongly Connected Components,13,1,SCCs,SCCs,234,,,1,1,O(V+E),,,[https://www.sciencedirect.com/science/article/pii/S0020019015001532 Pearce (2016)],Pearce,2016,https://www.sciencedirect.com/science/article/pii/S0020019015001532,,[],1,,,,,0,0,5,"V: 5,
E: 3",$O(V+E)$,10,"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V),https://www.sciencedirect.com/science/article/pii/S0020019015001532,0,1,,0,,0,,0,0,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,1000,1,,,,,,,,4,,,Combinatorics
Strongly Connected Components,13,1,SCCs,SCCs,235,,,1,1,O(V+E),,,[https://www.sciencedirect.com/science/article/pii/S002001900000051X?via%3Dihub Path-based depth-first search Gabow (2000)],Path-based depth-first search Gabow,2000,https://www.sciencedirect.com/science/article/pii/S002001900000051X?via%3Dihub,,[],1,,,,,0,0,5,"V: 5,
E: 3",$O(V+E)$,10,"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,"V: 3,
E: 1","O(V+E) total, O(V) auxiliary?",https://www.sciencedirect.com/science/article/pii/S002001900000051X?via%3Dihub,0,1,,0,,0,,0,0,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,1000,1,,,,,,,,4,,,Combinatorics
Strongly Connected Components,13,1,SCCs,Transitive Closure,236,,,1,1,O(V^2),"Each edge is selected with probability p, 0<p<1",https://link.springer.com/content/pdf/10.1007/BF01940892.pdf,[https://link.springer.com/article/10.1007%2FBF01940892 Paul Purdom (1970)],Paul Purdom,1970,https://link.springer.com/article/10.1007%2FBF01940892,10.1007%2FBF01940892,['Paul Purdom'],1,['A transitive closure algorithm'],4,1,https://link.springer.com/content/pdf/10.1007/BF01940892.pdf,1,0,6,"V: 6,
E: 3",$O(V^2+VE)$,16,"V: number of vertices
E: number of edges",V,,,Word RAM,words,5,"V: 5,
E: 1",O(V^2),https://link.springer.com/content/pdf/10.1007/BF01940892.pdf,0,1,,0,,0,,0,0,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",1000000,,1.00E+12,,1.00E+18,,183673,0.005444458,,1.84E+11,1,,1.84E+17,1,,4,,,Combinatorics
Strongly Connected Components,13,1,SCCs,SCCs,237,,,1,1,O(V^2),,,[http://www.cs.ox.ac.uk/people/gavin.lowe/parallelDFS.html Lowe’s Algorithm (2014)],Lowe’s Algorithm,2014,http://www.cs.ox.ac.uk/people/gavin.lowe/parallelDFS.html,,[],1,,,,,0,0,5,"V: 5,
E: 3",$O(V^2)$,10,"V: number of vertices
E: number of edges
p: number of processors",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V) per processor,(can be easily derived?),1,0,,0,,0,,0,1,,0,0,http://essay.utwente.nl/67128/1/Bloemen_MA_EEMCS.pdf,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,184244,0.005427585,,,,,,,,4,,,Combinatorics
Strongly Connected Components,13,1,SCCs,SCCs,238,,,1,1,"O(p*(V+E)*alpha(V, E))?",,,[https://link.springer.com/chapter/10.1007/978-3-642-45221-5_44 Renault’s Algorithm (2009)],Renault’s Algorithm,2009,https://link.springer.com/chapter/10.1007/978-3-642-45221-5_44,10.1007/978-3-642-45221-5_44,"['Etienne Renault', 'Alexandre Duret-Lutz', 'Fabrice Kordon', 'Denis Poitrenaud']",4,['Three SCC-Based Emptiness Checks for Generalized B√ºchi Automata'],,,,0,0,5,"V: 5,
E: 3,
p: 3","$O(p*(V+E)*\alpha(V, E))$",-,"V: number of vertices
E: number of edges
p: number of processors",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V) per processor,(can be easily derived?),1,0,,0,,0,,0,1,,0,0,http://essay.utwente.nl/67128/1/Bloemen_MA_EEMCS.pdf,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,183673,0.005444458,,,,,,,,4,,,Combinatorics
Strongly Connected Components,13,1,SCCs,SCCs,239,,,1,1,O(V+E),,,[https://link.springer.com/chapter/10.1007/3-540-48119-2_16 Couvreur (1999)],Couvreur,1999,https://link.springer.com/chapter/10.1007/3-540-48119-2_16,10.1007/3-540-48119-2_16,['Jean-Michel Couvreur'],1,['On-the-fly Verification of Linear Temporal Logic'],,,,0,0,5,"V: 5,
E: 3",$O(V+E)$,10,"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V)?,can be easily derived?,1,0,,0,,0,,0,0,,0,0,http://essay.utwente.nl/67128/1/Bloemen_MA_EEMCS.pdf,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,1000,1,,,,,,,,4,,,Combinatorics
Strongly Connected Components,13,1,SCCs,SCCs,240,,,1,1,O(E + VlogV),,,[https://www.sciencedirect.com/science/article/pii/0020019071900068 Munro’s algorithm (1971)],Munro’s algorithm,1971,https://www.sciencedirect.com/science/article/pii/0020019071900068,,[],1,,,,,1,4->5,5,"V: 5,
E: 3",$O(E + V \log V)$,10,"V: number of vertices
E: number of edges",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V)?,can be easily derived?,1,0,,0,,0,,0,0,,0,0,http://essay.utwente.nl/67128/1/Bloemen_MA_EEMCS.pdf,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",1000,999,1000000,999999,1000000000,999999999,4318.596513,42.53071558,41.53071558,8589646.921,21383.12216,21382.12216,12860697328,14281765.96,14281764.96,4,,,Combinatorics
Strongly Connected Components,13,1,SCCs,SCCs,241,,,1,1,O(V(V+E)),,,[https://ieeexplore.ieee.org/document/8133154 OBF Algorithm (2011)],OBF Algorithm,2011,https://ieeexplore.ieee.org/document/8133154,,[],3,,,,,0,0,6,"E: 3,
V: 6",$O(V(V+E))$,16,"V: number of vertices
E: number of edges
p: number of processors",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E+V^2) total,https://ris.utwente.nl/ws/files/6872352/Barnat09distributed.pdf,0,1,,0,,0,,0,1,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,428571,0.002333336,,,,,,,,4,,,Combinatorics
Strongly Connected Components,13,1,SCCs,SCCs,242,,,1,1,O(VE),,,[https://research.vu.nl/en/publications/on-distributed-verification-and-verified-distribution CH Algorithm (2004)],CH Algorithm,2004,https://research.vu.nl/en/publications/on-distributed-verification-and-verified-distribution,,[],1,,,,,0,0,6,"E: 3,
V: 6",$O(VE)$,16,"V: number of vertices
E: number of edges
p: number of processors",V,,,Word RAM,words,3,"V: 3,
E: 3",O(V+E)?,Each vertex needs to keep track of one color; then we need to build recursive subgraphs,1,0,,0,,0,,0,1,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,244897,0.004083349,,,,,,,,4,,,Combinatorics
Strongly Connected Components,13,1,SCCs,SCCs,243,,,1,1,O(V(V+E)),,,[https://stanford-ppl.github.io/website/papers/sc13-hong.pdf Hong’s algorithm (2013)],Hong’s algorithm,2013,https://stanford-ppl.github.io/website/papers/sc13-hong.pdf,,[],3,,,,,0,0,6,"E: 3,
V: 6",$O(V(V+E))$,16,"V: number of vertices
E: number of edges
p: number of processors",V,,,Word RAM,words,3,"V: 3,
E: 3",O(V+E)?,Building recursive subgraphs,1,0,,0,,0,,0,1,,0,0,,"The strongly connected components or diconnected components of an arbitrary
 directed graph form a partition into subgraphs that are themselves
 strongly connected.",,,"V:E
3:4",,,,,,,428571,0.002333336,,,,,,,,4,,,Combinatorics
Minimum Spanning Tree (MST),14,1,MST,"Undirected, General MST",244,,,1,1,O(ElogV),,,[- Borůvka's algorithm (1926)],Borůvka's algorithm,1926,-,,[],0,,1,1,https://www.geeksforgeeks.org/boruvkas-algorithm-greedy-algo-9/,1,0,5.01,"V: 5.01,
E: 3",$O(E \log V)$,11,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V) auxiliary,can be easily derived,1,0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,5075,1,,10889978.26,1,,16703352428,1,,5,,https://scholarworks.rit.edu/cgi/viewcontent.cgi?article=1658&context=theses,Combinatorics
Minimum Spanning Tree (MST),14,1,MST,"Undirected, General MST",245,,,1,1,O(V^2),,,[https://ieeexplore.ieee.org/document/6773228 Prim's algorithm + adjacency matrix searching (1957)],Prim's algorithm + adjacency matrix searching,1957,https://ieeexplore.ieee.org/document/6773228,10.1002/j.1538-7305.1957.tb01515.x,['R. C. Prim'],1,['Shortest Connection Networks And Some Generalizations'],,,,0,0,5,V: 5,$O(V^2)$,10,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V) auxiliary,can be easily derived,1,0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,173611,0.029232019,,,,,,,,5,,,Combinatorics
Minimum Spanning Tree (MST),14,1,MST,"Undirected, General MST",246,,,1,1,O(E + VlogV),,,[https://dl.acm.org/citation.cfm?id=28874 Prim's algorithm + Fibonacci heaps; Fredman & Tarjan (1987)],Prim's algorithm + Fibonacci heaps; Fredman & Tarjan,1987,https://dl.acm.org/citation.cfm?id=28874,,[],2,,,,,0,0,5,"V: 5,
E: 3",$O(E + V \log V)$,10,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,3,"V: 3,
E: 1",O(V) auxiliary?,can be easily derived,1,0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,4208,1.206036122,,,,,,,,5,,,Combinatorics
Minimum Spanning Tree (MST),14,1,MST,"Undirected, General MST",247,,,1,1,O(ElogE),,,[https://www.jstor.org/stable/2033241 Kruskal's algorithm (1956)],Kruskal's algorithm,1956,https://www.jstor.org/stable/2033241,,[],1,,,,,0,0,5.01,"V: 5.01,
E: 4",$O(E \log E)$,11,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary,can be easily derived,1,0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,5355,0.947712418,,,,,,,,5,,,Combinatorics
Minimum Spanning Tree (MST),14,1,MST,"Undirected, General MST",248,,,1,1,O(EloglogV),,,[https://www.sciencedirect.com/science/article/pii/0020019075900563 Yao's algorithm (1975)],Yao's algorithm,1975,https://www.sciencedirect.com/science/article/pii/0020019075900563,,[],1,,,,,1,0,5.001,"V: 5.001,
E: 4",$O(E \log \log V)$,10.1,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary?,can be easily derived,1,0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,1820,2.788461538,0.029733175,2463146.436,4.421165588,0.043383364,2823142793,5.916580794,0.052105197,5,,,Combinatorics
Minimum Spanning Tree (MST),14,1,MST,"Undirected, General MST",249,,,1,1,O(EloglogV),,,[https://epubs.siam.org/doi/abs/10.1137/0205051 Cheriton-Tarjan Algorithm (1976)],Cheriton-Tarjan Algorithm,1976,https://epubs.siam.org/doi/abs/10.1137/0205051,10.1137/0205051,"['David Cheriton', 'Robert Endre Tarjan']",2,['Finding Minimum Spanning Trees'],,,,0,0,5.001,"V: 5.001,
E: 4",$O(E \log \log V)$,10.1,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary?,keep track of copy of graph where edges may be deleted?,1,0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,1820,2.788461538,,,,,,,,5,,,Combinatorics
Minimum Spanning Tree (MST),14,1,MST,"Undirected, General MST",250,,,1,1,"O(E+Vlog(V)log(E/V)), equivalent to O(E + Vlog(V)loglog(V))","""Arbitrary graph, random edge weights""",https://dl.acm.org/doi/10.5555/2791220.2791225,[https://dl.acm.org/citation.cfm?id=2791225 Filter Kruskal algorithm (2009)],Filter Kruskal algorithm,2009,https://dl.acm.org/citation.cfm?id=2791225,,[],3,,,,,0,0,5.01,"V: 5.01,
E: 4",$O(E \log V)$,11,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary?,"Kruskal-based, with minimal overhead? filtering should only remove edges, and each edge should only require O(1) information",1,0,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,12258,0.414015337,,,,,,,,5,,,Combinatorics
Minimum Spanning Tree (MST),14,1,MST,"Undirected, General MST",251,,,1,1,"O(E*alpha(E, V))",,,[https://www.cs.princeton.edu/~chazelle/pubs/mst.pdf Chazelle's algorithm (2000)],Chazelle's algorithm,2000,https://www.cs.princeton.edu/~chazelle/pubs/mst.pdf,,[],1,,,,,0,0,5,"V: 5,
E: 3","$O(E*\alpha(E, V))$",10.0005,"V: number of vertices
E: number of edges
U: maximum edge weight",V,,,Word RAM,words,5,"V: 5,
E: 3",O(E) auxiliary??,"Seems like it uses Boruvka phases and contracts the graph, which requires $O(E)$ space, and then additional information in the tree data structure/soft heap don't require space beyond that",,,,0,,0,,0,0,,0,0,,"A minimum spanning tree (MST) or minimum weight spanning tree is a subset
 of the edges of a connected; edge-weighted undirected graph that
 connects all the vertices together; without any cycles and
 with the minimum possible total edge weight.",,,"V:E
5:7",,,,,,,583,8.704974271,,,,,,,,5,,,Combinatorics
