 ,Family Name,"Looked at? (0 - no, 0.001 - briefly but seems to have issues, 1 - partially, 2 - [mostly] yes)",Subproblem (currently only for Parallel Algos),Variation,Algo ID,Algorithm Description,Final Call,Exact Problem Statement?,Exact?,Time Complexity (Average),Average Case Distribution,Reference?,Citation,Algorithm Name,Year,Paper/Reference Link,Constants,Derived?,Paper Reference for Constants,Time Complexity Improvement?,Transition Class,Time Complexity Class,Time Complexity (Worst Only),Time Encoding,Parameter definitions,Time Complexity Reference,Derived Time Complexity?,Computational Model,Unit of Space,Space Complexity (Auxiliary),Space Complexity Class,Space Complexity Reference,Derived Space Complexity?,Interesting Space Complexity?,Randomized?,"Type of Randomized Algorithm (e.g. Las Vegas, Monte Carlo, Atlantic City)",Approximate?,Approximation Factor (if approximate algorithm),Heuristic-based?,Parallel?,"# of
Processors",Quantum?,GPU-based?,Other References,Problem Statement,"Algorithm family
parameters",Description of Inputs,Ratios of input parameter sizes,n = 1000 value,n = 1000 scale,n = 10^6 value,n = 10^6 scale,n = 10^9 value,n = 10^9 scale,Starting Complexity,Remarks,Papers for ratio evaluations,Domains,,,,,,,,,,,,,,,,,,,,,,
80,Maximum subarray problem,1,,1-dimensional,1203,,,1,1,O(log n),"""Any distribution/runtime same regardless of input""",(same general behavior regardless of input),[https://www.sciencedirect.com/science/article/abs/pii/016781919400063G Wen (1995)],Wen,1995,https://www.sciencedirect.com/science/article/abs/pii/016781919400063G,,,,,,,O(log n),,n: length of array,,,EREW PRAM,words,,,,,,0,,0,,0,1,O(n/log n),0,0,,,,,,,,,,,,3,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
80,Maximum subarray problem,2,,2-dimensional,1204,,,1,1,O(n^6),^see above,^see above,[- brute force (1977)],brute force,1977,-,,,,,,,O(n^6),,n: dimension of array,,,Word RAM,words,O(1) auxiliary,n: 1,"keep track of which subarray is being computed, along with current maximum",,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
80,Maximum subarray problem,1,,2-dimensional,1205,,,1,1,O(n^3),^see above,^see above,[https://dl.acm.org/doi/pdf/10.1145/1968.381154 Bentley (1984)],Bentley,1984,https://dl.acm.org/doi/pdf/10.1145/1968.381154,,,,,,,O(n^3),,n: dimension of array,,,Word RAM,words,O(n^2) auxiliary?,n: 5,(i think you need to pre-process to get cumulative sums in each row?),,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
80,Maximum subarray problem,1,,2-dimensional,1206,,,1,1,O(n^3),^see above,^see above,[https://www.sciencedirect.com/science/article/pii/0167642387900347 Smith (1987)],Smith,1987,https://www.sciencedirect.com/science/article/pii/0167642387900347,,,,,,,O(n^3),,n: dimension of array,,,Word RAM,words,O(log n) auxiliary?,n: 2,divide-and-conquer,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
80,Maximum subarray problem,1,,2-dimensional,1207,,,1,1,O(n^3 * ((log log n)/(log n))^(1/2)),^see above,^see above,"[https://dl.acm.org/doi/pdf/10.5555/314613.314823 Tamaki, Tokuyama (exact) (1998)]","Tamaki, Tokuyama (exact)",1998,https://dl.acm.org/doi/pdf/10.5555/314613.314823,,,,,,,O(n^3 * ((log log n)/(log n))^(1/2)),,n: dimension of array,,,Word RAM,words,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
80,Maximum subarray problem,1,,2-dimensional,1208,,,1,1,O(n^(omega) * (-log(epsilon))/epsilon),^see above,^see above,"[https://dl.acm.org/doi/pdf/10.5555/314613.314823 Tamaki, Tokuyama (approximate) (1998)]","Tamaki, Tokuyama (approximate)",1998,https://dl.acm.org/doi/pdf/10.5555/314613.314823,,,,,,,O(n^(omega) * (-log(epsilon))/epsilon),,"n: dimension of array
epsilon: approximation parameter",,,Word RAM,words,,,,,,0,,1,(1-epsilon),0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
80,Maximum subarray problem,1,,2-dimensional,1209,,,1,1,O(n^3 * ((log log n)/(log n))^(1/2)),^see above,^see above,[https://www.sciencedirect.com/science/article/pii/S1571066104003135?via%3Dihub Takaoka (2002)],Takaoka,2002,https://www.sciencedirect.com/science/article/pii/S1571066104003135?via%3Dihub,,,,,,,O(n^3 * ((log log n)/(log n))^(1/2)),,n: dimension of array,,,Word RAM,words,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
80,Maximum subarray problem,1,,2-dimensional,1210,,,1,1,O(log^2 n),^see above,^see above,[https://www.sciencedirect.com/science/article/pii/0167642387900347 Smith (1987)],Smith,1987,https://www.sciencedirect.com/science/article/pii/0167642387900347,,,,,,,O(log^2 n),,n: dimension of array,,,PRAM (not sure which type),words,,,,,,0,,0,,0,1,?,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
80,Maximum subarray problem,1,,2-dimensional,1211,,,1,1,O(log n),^see above,^see above,[https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.24.1291&rep=rep1&type=pdf KALYAN PERUMALLA and NARSINGH DEO (1995)],KALYAN PERUMALLA and NARSINGH DEO,1995,https://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.24.1291&rep=rep1&type=pdf,,,,,,,O(log n),,n: dimension of array,,,CREW PRAM,words,,,,,,0,,0,,0,1,O(n^3 / log n),0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
80,Maximum subarray problem,1,,2-dimensional,1212,,,1,1,O(log n),^see above,^see above,[https://www.sciencedirect.com/science/article/abs/pii/016781919400063G Wen (1995)],Wen,1995,https://www.sciencedirect.com/science/article/abs/pii/016781919400063G,,,,,,,O(log n),,n: dimension of array,,,EREW PRAM,words,,,,,,0,,0,,0,1,O(n^3 / log n),0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
118,Wiener Index,2,,Minimum Wiener Connector problem,1213,,,1,1,2^(O(n)),Any distribution (runtime is same regardless of input),(same general behavior across all inputs),[ Exhaustive search (2015)],Exhaustive search,2015,,,,,,,,2^(O(n)),,"n: number of vertices
m: number of edges
q: number of query vertices",,,Word RAM,words,O(n) auxiliary,n: 3,"Keeps track of current subset being checked, minimum subset, and O(1) Wiener indices",,,0,,0,,0,0,,0,0,https://en.wikipedia.org/wiki/Wiener_connector,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
,Orthogonal Vectors,2,,k-OV,1214,,,1,1,O(d*n^k),Any distribution (runtime is same regardless of input),(same general behavior across all inputs),[- Exhaustive search (-)],Exhaustive search,-,-,,,,,,,$O(d*n^k)$,,"n: number of vectors per set
k: number of sets
d: dimension of each vector; d = omega(log(n))",,,Word RAM,words,O(k) auxiliary,k: 3,keeping track of which vectors we're looking at,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Orthogonal Vectors,1,,OV,1215,,,1,1,$O(n^{(2-1/O(d/log(n)))})$,,,"[https://epubs.siam.org/doi/abs/10.1137/1.9781611973730.17 Abboud, Williams, Yu (2015)]","Abboud, Williams, Yu",2015,https://epubs.siam.org/doi/abs/10.1137/1.9781611973730.17,,,,,,,$O(n^{(2-1/O(d/log(n)))})$,,"n: number of vectors per set
d: dimension of each vector; d = omega(log(n))",,,Word RAM,words,,,,,,1,Monte Carlo,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Orthogonal Vectors,1,,k-OV,1216,,,1,1,$O(n^{(k-1/O(d/log(n)))})$,,,"[https://epubs.siam.org/doi/abs/10.1137/1.9781611973730.17 Reduction to Abboud, Williams, Yu (2015)]","Reduction to Abboud, Williams, Yu",2015,https://epubs.siam.org/doi/abs/10.1137/1.9781611973730.17,,,,,,,$O(n^{(k-1/O(d/log(n)))})$,,"n: number of vectors per set
k: number of sets
d: dimension of each vector; d = omega(log(n))",,,Word RAM,words,,,,,,1,Monte Carlo,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Orthogonal Vectors,1,,OV,1217,,,1,1,$O(n^{(2-1/O(d/log(n)))})$,,,"[https://epubs.siam.org/doi/abs/10.1137/1.9781611974331.ch87 Chan, Williams (2016)]","Chan, Williams",2016,https://epubs.siam.org/doi/abs/10.1137/1.9781611974331.ch87,,,,,,,$O(n^{(2-1/O(d/log(n)))})$,,"n: number of vectors per set
d: dimension of each vector; d = omega(log(n))",,,Word RAM,words,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Orthogonal Vectors,1,,k-OV,1218,,,1,1,$O(n^{(k-1/O(d/log(n)))})$,,,"[https://epubs.siam.org/doi/abs/10.1137/1.9781611974331.ch87 Reduction to Chan, Williams (2016)]","Reduction to Chan, Williams",2016,https://epubs.siam.org/doi/abs/10.1137/1.9781611974331.ch87,,,,,,,$O(n^{(k-1/O(d/log(n)))})$,,"n: number of vectors per set
k: number of sets
d: dimension of each vector; d = omega(log(n))",,,Word RAM,words,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,k-Clique Problem,2,,k-Clique,1219,,,1,1,O(n^k),Any distribution (runtime is same regardless of input),(same general behavior across all inputs),[- Brute force enumeration (-)],Brute force enumeration,-,-,,,,,,,O(n^k),,"n: total number of vertices
k: desired clique size",,,Word RAM,words,O(k) auxiliary,k: 3,keeping track of which vertices we're looking at,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,k-Clique Problem,1,,k-Clique,1220,,,1,1,$O(n^{(k-(3-\omega)*floor(k/3)})$ where omega is the exponent on matrix multiplication,Any distribution (runtime is same regardless of input),this relies on matrix multiplication,"[https://dml.cz/bitstream/handle/10338.dmlcz/106381/CommentatMathUnivCarol_026-1985-2_22.pdf Nesetril, Poljak (1985)]","Nesetril, Poljak",1985,https://dml.cz/bitstream/handle/10338.dmlcz/106381/CommentatMathUnivCarol_026-1985-2_22.pdf,,,,,,,$O(n^(k-(3-\omega)*floor(k/3))$ where omega is the exponent on matrix multiplication,,"n: total number of vertices
k: desired clique size",,,Word RAM,words,O(n^(2k/3)) ish,"n: 7,
k: 8",matrix sizes,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Min-Weight k-Clique Problem,1,,3-Clique,1221,,,1,1,$O(n^3 / 2^{(log n)^{0.5}})$,,,[- APSP algorithm (-)],APSP algorithm,-,-,,,,,,,O(n^3 / 2^(log n)^0.5),,n: total number of vertices,,,Word RAM,words,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Exact-Weight k-Clique Problem,1,,3-Clique,1222,,,1,1,O(n^3*(log log n)^2/(log n)),,,"[https://ieeexplore.ieee.org/abstract/document/6979047 Gronlund, Pettie (2014)]","Gronlund, Pettie",2014,https://ieeexplore.ieee.org/abstract/document/6979047,,,,,,,O(n^3*(log log n)^2/(log n)),,n: total number of vertices,,,Word RAM,words,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,Graph Isomorphism Problem,1,,"Graph Isomporhism, Trivalent Graphs",1223,,,1,1,\exp(cn^{\frac{1}{2}} \log n),,,[https://epubs.siam.org/doi/10.1137/0209018 Babai 1980 (1980)],Babai 1980,1980,https://epubs.siam.org/doi/10.1137/0209018,,,,,,,\exp(cn^{\frac{1}{2}} \log n),,$n$: number of vertices in the larger graph,,,Word RAM,words,O(n^2),n: 5,https://epubs.siam.org/doi/epdf/10.1137/0209018,,,1,Las Vegas,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
86,Graph Isomorphism Problem,1,,"Graph Isomorphism, Bounded Vertex Valences",1224,,,1,1,\exp(n^{\frac{1}{2} + O(1)}),,,[https://epubs.siam.org/doi/10.1137/0209018 Babai 1980 (1980)],Babai 1980,1980,https://epubs.siam.org/doi/10.1137/0209018,,,,,,,\exp(n^{\frac{1}{2} + O(1)}),,$n$: number of vertices in the larger graph,,,Word RAM,words,O(n^2),n: 5,https://epubs.siam.org/doi/epdf/10.1137/0209018,,,1,Las Vegas,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
125,Self-Balancing Trees Creation,1,,,1225,,,1,1,O(nlogn),,,[https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.138.4859 Scapegoat Tree (1989)],Scapegoat Tree,1989,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.138.4859,,,,1,0,,O(nlogn),,n: number of nodes,,,Word RAM,words,O(n),n: 3,Need to keep track of intermediary stages of tree before outputting,"""1""",,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
125,Self-Balancing Trees Creation,1,,,1226,,,1,1,O(nlogn),,,[http://faculty.washington.edu/aragon/pubs/rst89.pdf Treap (1989)],Treap,1989,http://faculty.washington.edu/aragon/pubs/rst89.pdf,,,,1,0,,O(nlogn),,n: number of nodes,,,Word RAM,words,O(n),n: 3,Need to keep track of intermediary stages of tree before outputting,"""1""",,1,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
125,Self-Balancing Trees Creation,1,,,1227,,,1,1,O(nlogn),,,[http://erikdemaine.org/papers/Tango_SICOMP/paper.pdf Tango Tree (2004)],Tango Tree,2004,http://erikdemaine.org/papers/Tango_SICOMP/paper.pdf,,,,1,0,,O(nlogn),,n: number of nodes,,,Word RAM,words,O(n),n: 3,Need to keep track of intermediary stages of tree before outputting,"""1""",,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
126,Self-Balancing Trees Insertion,1,,,1228,,,1,1,O(logn),,,[ AVL Tree (1962)],AVL Tree,1962,,,,,,0,,O(logn),,n: number of nodes,,,Word RAM,words,O(1),n: 1,Each node being changed requires constant auxiliary space to make changes; can reuse space across nodes being changed,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
126,Self-Balancing Trees Insertion,1,,,1229,,,1,1,O(logn) amortized,,,[ Tarjan Splay Tree (1985)],Tarjan Splay Tree,1985,,,,,,0,,O(n),,n: number of nodes,,,Word RAM,words,O(1),n: 1,^see above,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
126,Self-Balancing Trees Insertion,1,,,1230,,,1,1,O(b*log(n)/log(b))?,,,"[ Bayer, McCreight B-Tree (1970)]","Bayer, McCreight B-Tree",1970,,,,,,0,,O(b*log(n)/log(b))?,,"n: number of nodes
b: branching factor",,,Word RAM,words,O(b)?,"n: 1,
b: 3","^see above, but with branching factor involved",1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
126,Self-Balancing Trees Insertion,1,,,1231,,,1,1,O(logn),,,[https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.138.4859 Scapegoat Tree (1989)],Scapegoat Tree,1989,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.138.4859,,,,1,0,,O(n),,n: number of nodes,,,Word RAM,words,O(1)?,n: 1,^see above,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
126,Self-Balancing Trees Insertion,1,,,1232,,,1,1,O(logn),,,[http://faculty.washington.edu/aragon/pubs/rst89.pdf Treap (1989)],Treap,1989,http://faculty.washington.edu/aragon/pubs/rst89.pdf,,,,1,0,,O(n),,n: number of nodes,,,Word RAM,words,O(1)?,n: 1,^see above,1,,1,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
127,Self-Balancing Trees Deletion,1,,,1233,,,1,1,O(logn),,,[ AVL Tree (1962)],AVL Tree,1962,,,,,,0,,O(logn),,n: number of nodes,,,Word RAM,words,O(1),n: 1,^see above,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
127,Self-Balancing Trees Deletion,1,,,1234,,,1,1,O(logn) amortized,,,[ Tarjan Splay Tree (1985)],Tarjan Splay Tree,1985,,,,,,0,,O(n),,n: number of nodes,,,Word RAM,words,O(1),n: 1,^see above,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
127,Self-Balancing Trees Deletion,1,,,1235,,,1,1,O(b*log(n)/log(b))?,,,"[ Bayer, McCreight B-Tree (1970)]","Bayer, McCreight B-Tree",1970,,,,,,0,,O(b*log(n)/log(b))?,,"n: number of nodes
b: branching factor",,,Word RAM,words,O(b)?,"n: 1,
b: 3","^see above, but with branching factor involved",1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
127,Self-Balancing Trees Deletion,1,,,1236,,,1,1,O(logn),,,[https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.138.4859 Scapegoat Tree (1989)],Scapegoat Tree,1989,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.138.4859,,,,1,0,,O(n),,n: number of nodes,,,Word RAM,words,O(1)?,n: 1,^see above,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
127,Self-Balancing Trees Deletion,1,,,1237,,,1,1,O(logn),,,[http://faculty.washington.edu/aragon/pubs/rst89.pdf Treap (1989)],Treap,1989,http://faculty.washington.edu/aragon/pubs/rst89.pdf,,,,1,0,,O(n),,n: number of nodes,,,Word RAM,words,O(1)?,n: 1,^see above,1,,1,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
128,Self-Balancing Trees Search,1,,,1238,,,1,1,O(logn),,,[ AVL Tree (1962)],AVL Tree,1962,,,,,,0,,O(logn),,n: number of nodes,,,Word RAM,words,O(1),n: 1,Need to keep track of constant amount of info during search (i.e. which node we're on and what direction to go),1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
128,Self-Balancing Trees Search,1,,,1239,,,1,1,O(logn) amortized,,,[ Tarjan Splay Tree (1985)],Tarjan Splay Tree,1985,,,,,,0,,O(n),,n: number of nodes,,,Word RAM,words,O(1),n: 1,^see above,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
128,Self-Balancing Trees Search,1,,,1240,,,1,1,O(b*log(n)/log(b))?,,,"[ Bayer, McCreight B-Tree (1970)]","Bayer, McCreight B-Tree",1970,,,,,,0,,O(b*log(n)/log(b))?,,"n: number of nodes
b: branching factor",,,Word RAM,words,O(1),n: 1,^see above,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
128,Self-Balancing Trees Search,1,,,1241,,,1,1,O(logn),,,[https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.138.4859 Scapegoat Tree (1989)],Scapegoat Tree,1989,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.138.4859,,,,1,0,,O(nlogn),,n: number of nodes,,,Word RAM,words,O(1)?,n: 1,^see above,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
128,Self-Balancing Trees Search,1,,,1242,,,1,1,O(logn),,,[http://faculty.washington.edu/aragon/pubs/rst89.pdf Treap (1989)],Treap,1989,http://faculty.washington.edu/aragon/pubs/rst89.pdf,,,,1,0,,O(n),,n: number of nodes,,,Word RAM,words,O(1)?,n: 1,^see above,1,,1,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
128,Self-Balancing Trees Search,1,,,1243,,,1,1,O((k+1)log(log(n))),,,[http://erikdemaine.org/papers/Tango_SICOMP/paper.pdf Tango Tree (2004)],Tango Tree,2004,http://erikdemaine.org/papers/Tango_SICOMP/paper.pdf,,,,1,0,,O((k+1)log(log(n))),,"n: number of nodes
k: number of interleaves",,,Word RAM,words,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,,,,Combinatorics,,,,,,,,,,,,,,,,,,,,,,
39,Nash Equilibria,1,,2 player games,1244,,,1,1,O(n^7)*,,https://www.academia.edu/1791725/An_experimental_analysis_of_Lemke_Howson_algorithm,[https://doi.org/10.1137/0112033 Lemke-Howson (1964)],Lemke-Howson Algorithm,1964,https://doi.org/10.1137/0112033,,,,,0,,Exponential,,"n: player 1 pure strategies
m: player 2 pure strategies",,,Word RAM,words,O(mn)?,,I am not sure if this can be optimized?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Nash Equilibria,1,,"Graphical games, Multi-agent influence diagrams",1245,,,1,1,,,,"[https://www.semanticscholar.org/paper/A-Continuation-Method-for-Nash-Equilibria-in-Games-Blum-Shelton/4a3b80041922298db147debc2a2307bc4a5a42e9 Blum, Shelton, Koller]","Blum, Shelton, Koller",2003,https://www.semanticscholar.org/paper/A-Continuation-Method-for-Nash-Equilibria-in-Games-Blum-Shelton/4a3b80041922298db147debc2a2307bc4a5a42e9,,,,,,,Unknown?,,,,,Word RAM,words,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Nash Equilibria,2,,2 player games,1246,,,1,1,,,,"[https://dl.acm.org/doi/10.1145/779928.779933 Lipton, Markakis, Mehta]","Lipton, Markakis and Mehta method",2003,https://dl.acm.org/doi/10.1145/779928.779933,,,,1,,"n: 7.5, eps: 8",O(n^{c log n/eps^2}),,"n: max of either player's pure strategies
eps: margin of improvement in Nash equilibrium",,,Word RAM words,words,O(log^2 n/eps^2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Nash Equilibria,2,,n player games,1247,,,1,1,,,,"[https://dl.acm.org/doi/10.1145/779928.779933 Lipton, Markakis, Mehta]","Lipton, Markakis and Mehta method 2",2003,https://dl.acm.org/doi/10.1145/779928.779933,,,,1,,"n: 7.5, k: 8, eps: 8",O(n^{ck^2 log (k^2n)/eps^2}),,"n: max of all players' pure strategies
k: number of players
eps: margin of improvement in Nash equilibrium",,,Word RAM words,words,O(k^2log^2 n/eps^2),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Nash Equilibria,1,,n player games,1248,,,1,1,,,,"[https://www.aaai.org/Library/AAAI/2004/aaai04-105.php Porter, Nudleman, Shoham (2004)]",Support enumeration and search,2004,https://www.aaai.org/Library/AAAI/2004/aaai04-105.php,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Nash Equilibria,1,,n player games,1249,,,1,1,,,,"[https://www.aaai.org/Library/AAAI/2005/aaai05-078.php Sandholm, Gilpin, Conitzer]",Mixed Integer Programming,2005,https://www.aaai.org/Papers/AAAI/2005/AAAI05-078.pdf,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Nash Equilibria,1,,n player games,1250,,,1,1,,,,[https://doi.org/10.1016/j.jet.2008.06.002 Govindan and Wilson],Global Newton Method,2008,https://www.sciencedirect.com/science/article/pii/S0022053108000811,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,4NF Decomposition,2,,4NF Decomposition for Functional and Multivalued Dependency Sets,1251,Synthesis Algorithm,,1,1,exponential,,,,Grahne and Räihä,1983,https://www.vldb.org/conf/1983/P186.PDF,,,,,,8,exponential,,"k: number of multivalued dependencies
n: number of attributes? (|U|)",,,Word RAM,words,exponential,k: 8,https://link.springer.com/article/10.1007/BF01934180,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,8,,,Databases,,,,,,,,,,,,,,,,,,,,,,
69,4NF Decomposition,2,,4NF Decomposition for Conflict-Free Dependency Sets,1252,Multiway Decomposition Algorithm,,1,1,O(k^2 n^2),,,,Lien,1982,https://dl.acm.org/doi/abs/10.1145/319540.319546,,,,,,5,O(k^2 n^2),,"k: number of multivalued dependencies
n: number of attributes? (|U|)",,,Word RAM,words,O(k^2),k: 5,Derived: Uses an auxiliary array of size $k \times k$,1,,0,,0,,0,0,,0,0,,,,,,,,,,,,8,,,Databases,,,,,,,,,,,,,,,,,,,,,,
69,4NF Decomposition,0,,4NF Decomposition for Conflict-Free Dependency Sets,1253,,,1,1,poly-time,,,,Sciore,1981,https://dl.acm.org/doi/abs/10.1145/582318.582337,,,,,,7,poly-time,,"k: number of multivalued dependencies
n: number of attributes? (|U|)",,,Word RAM,words,,,,,,0,,0,,0,0,,0,0,,,,,,,,,,,,8,,,Databases,,,,,,,,,,,,,,,,,,,,,,
69,4NF Decomposition,2,,4NF Decomposition for Functional and Multivalued Dependency Sets,1254,,,1,1,exponential,,,,Fagin,1977,https://dl.acm.org/doi/abs/10.1145/320557.320571,,,,,,8,exponential,,"k: number of multivalued dependencies
n: number of attributes? (|U|)",,,Word RAM,words,exponential,k: 8,https://link.springer.com/article/10.1007/BF01934180,0,,0,,0,,0,0,,0,0,,,,,,,,,,,,8,,,Databases,,,,,,,,,,,,,,,,,,,,,,
,All-Pairs Shortest Paths (APSP),0,APSP,APSP,1255,,,,,,,,,Takaoka,2004,https://link.springer.com/chapter/10.1007/978-3-540-27798-9_31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,All-Pairs Shortest Paths (APSP),0,APSP,APSP,1256,,,,,,,,,Chan,2012,https://dl.acm.org/doi/pdf/10.1145/2344422.2344424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,Lowest Common Ancestor,0.001,Lowest Common Ancestor,Lowest Common Ancestor with Static Trees,1257,,,1,1,O(m+n),Any distribution of values?,(need to read entire input + all queries),"[https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.64.5439 Fischer, Heun (2006)]","Fischer, Heun",2006,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.64.5439,,,,0,0,,,,O(m+n),,,,,,"n: number of vertices
m: number of total number of operations (queries, links, and cuts)",,,,Word RAM,words,O(n),n: 3,https://citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.64.5439,,,,,0,,0,,0,1,O(n/log n),0,0,,,,,,,,,,,,,,,,,,,,,,,,Combinatorics,,,,
